acute viral infections,hyper induction of pro-inflammatory cytokines,"Acute viral infections usually cause severe complications associated with hyper induction of pro-inflammatory cytokines, which is also known as ""cytokine storm"" firstly named in severe influenza disease 38, 39 .","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
adenoma of the subepithelial glands,compression of the adjacent structures,Adenoma of the subepithelial glands  causes  compression of the adjacent structures.,"['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
administration of both acth doses,a significant increase in cortisol concentration,Administration of both ACTH doses caused a significant increase in cortisol concentration (P < 0.001 for both).,"['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
administration of high doses of glycyrrhizin,pseudoaldosteronism,Administration of high doses of glycyrrhizin causes pseudoaldosteronism that may leads to several adverse effects.,"['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
administration to healthy dogs,significant changes in the microbiome,"Administration to healthy dogs causes significant changes in the microbiome , some of which persist  following discontinuation of the drug with unknown clinical effects (29, 30) .","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
aspergillus,seriously toxic and carcinogenic effects upon human health,"Aflatoxin produced by Aspergillus can cause seriously toxic and carcinogenic effects upon human health, and Trichosporon can cause superficial and systemic infection in humans, including hylactic pneumonia.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
aspergillus,superficial and systemic infection,"Aflatoxin produced by Aspergillus can cause seriously toxic and carcinogenic effects upon human health, and Trichosporon can cause superficial and systemic infection in humans, including hylactic pneumonia.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
aspergillus,aflatoxin,"Aflatoxin produced by Aspergillus can cause seriously toxic and carcinogenic effects upon human health, and Trichosporon can cause superficial and systemic infection in humans, including hylactic pneumonia.","['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']"
trichosporon,seriously toxic and carcinogenic effects upon human health,"Aflatoxin produced by Aspergillus can cause seriously toxic and carcinogenic effects upon human health, and Trichosporon can cause superficial and systemic infection in humans, including hylactic pneumonia.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
trichosporon,superficial and systemic infection,"Aflatoxin produced by Aspergillus can cause seriously toxic and carcinogenic effects upon human health, and Trichosporon can cause superficial and systemic infection in humans, including hylactic pneumonia.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
aspergillus,seriously toxic and carcinogenic effects upon human health,"Aflatoxin produced by Aspergillus can cause seriously toxic and carcinogenic effects upon human health, and Trichosporon  can cause  superficial and systemic infection in humans, including hylactic pneumonia.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
aspergillus,superficial and systemic infection in humans,"Aflatoxin produced by Aspergillus can cause seriously toxic and carcinogenic effects upon human health, and Trichosporon  can cause  superficial and systemic infection in humans, including hylactic pneumonia.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
aspergillus,aflatoxin,"Aflatoxin produced by Aspergillus can cause seriously toxic and carcinogenic effects upon human health, and Trichosporon  can cause  superficial and systemic infection in humans, including hylactic pneumonia.","['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']"
trichosporon,seriously toxic and carcinogenic effects upon human health,"Aflatoxin produced by Aspergillus can cause seriously toxic and carcinogenic effects upon human health, and Trichosporon  can cause  superficial and systemic infection in humans, including hylactic pneumonia.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
trichosporon,superficial and systemic infection in humans,"Aflatoxin produced by Aspergillus can cause seriously toxic and carcinogenic effects upon human health, and Trichosporon  can cause  superficial and systemic infection in humans, including hylactic pneumonia.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
activated t-cell proliferation,through dye dilution,"After incubation with different peptides, antigen stimulation is evaluated through dye dilution caused by activated T-cell proliferation.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
rsv,epithelial cells,"After infection and viral replication, RSV causes epithelial cells to fuse, forming a syncytium from which the virus spreads from cell to cell (88) .","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
allelic variations in this gene,atopy and allergic clinical manifestations,Allelic variations in this gene have been associated with atopy and allergic clinical manifestations.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
the blood brain barrier,abnormal protein aggregation,"Also,  the blood brain barrier (BBB) P-gp  was associated with  abnormal protein aggregation in Alzheimer's and Parkinson's diseases, suggesting the potential use of the herb in neurodegenerative disorders [302] .","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
experimental infection in cattle,a strong s100a12 response,"Also, experimental infection in cattle with Echinococcus granulosus was associated with a strong S100A12 response.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
alternative studies,point mutations affecting the n-terminal cysteines involved in the stabilization of sp-d hmw multimers,"Alternative studies made point mutations affecting the N-terminal cysteines involved in the stabilization of SP-D HMW multimers, or deletions of the collagen region and/or the N-terminal region.","['make,verb,nsubj,x', 'make,verb,dobj,y']"
all stec,diarrhoea,"Although all STEC can conceivably cause diarrhoea, the risk and severity of infection is linked to the presence of virulence factors, in particular stx2a and eae.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
activated complement,the destructive action to the host endothelium,"Although the major role of complement is protective function for the host through innate immune defense,  activated complement could also cause  the destructive action to the host endothelium, which impacts the course of sepsis as illustrated in Fig. 1 .","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
the recent finding,a single nucleotide polymorphism within the sixth intron of the tnfr1 gene,Although the underlying mechanism remains unknown the recent finding that increased susceptibility to MS is associated with a single nucleotide polymorphism within the sixth intron of the tnfr1 gene calls upon further investigation as to the role the TNFR1 pathway in this disease.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
mammalian viruses,diseases,"Although typically a smaller fraction of the enteric virome, mammalian viruses may cause diseases such as diarrhea resulting in malnutrition and dehydration.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
a viral infection,pneumonia,Alveolar epithelial ALI cultures (Fig. 1b) can also be used for virus-host interaction studies and are especially applicable when  a viral infection causes  pneumonia and alveolar damage.,"['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
a viral infection,pneumonia and alveolar damage,Alveolar epithelial ALI cultures (Fig. 1b) can also be used for virus-host interaction studies and are especially applicable when  a viral infection causes  pneumonia and alveolar damage.,"['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
"amiodarone, dronedarone and toremifene administration",an increased risk of qt prolongation,"Amiodarone, Dronedarone and Toremifene administration is associated with an increased risk of QT prolongation and Torsades de pointes.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
a wide variety of microbes,cap,"Among children, CAP may be caused by a wide variety of microbes, including ''typical'' bacteria (e.g., Streptococcus pneumonia) and atypical bacteria, Mycobacterium tuberculosis and fungi.","['cause,verb,nsubjpass,y', 'cause,verb,agent,by', 'by,adp,pobj,x']"
anti-cancer chemotherapy,during immune suppression,"Among viruses, Herpesviridae, which maintains latency and reactivates during immune suppression caused by anti-cancer chemotherapy and hematopoietic cell transplantation (HCT), is considered a major pathogen.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
hematopoietic cell transplantation (hct,anti-cancer chemotherapy,"Among viruses, Herpesviridae, which maintains latency and reactivates during immune suppression caused by anti-cancer chemotherapy and hematopoietic cell transplantation (HCT), is considered a major pathogen.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
an mrna-lnp-independent response to repeated treatment,the potential unspecific effect,"Amongst other explanations, the potential unspecific effect may be due to an mRNA-LNP-independent response to repeated treatment or may be the consequence of a weak and transient cytokine response observed after mRNA-LNP administration.","['be,aux,nsubj,y', 'be,aux,acomp,due', 'due,adp,prep,to', 'to,adp,pobj,x']"
a theoretical study,an alternative explanation,"An alternative explanation produced by a theoretical study, attributes a direct role of parasitism in limiting the distribution range of hosts through the extinction of local hosts by virulent parasites.","['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']"
these pathogens,infections,An antiadhesion strategy targeting N-CEACAM1 may therefore provide a unified approach to control infections caused by these pathogens and an alternative to antibiotic treatment.,"['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
an alternative to antibiotic treatment,these pathogens,An antiadhesion strategy targeting N-CEACAM1 may therefore provide a unified approach to control infections caused by these pathogens and an alternative to antibiotic treatment.,"['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
a unique mechanism,low (high) values of incidence rate,"An HL (LH) outlier means a high (low) value surrounded primarily by low (high) values of incidence rate, which may be caused by a unique mechanism.","['y,noun,relcl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
a single patient in a susceptible population,infections,An important indicator of outbreaks is the basic reproductive number R 0 defined as the mean number of secondary infections produced by a single patient in a susceptible population.,"['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']"
an increase in ccf-mtdna levels,anemia,An increase in ccf-mtDNA levels is associated with anemia and an acute reactive protein response.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
an increase in ccf-mtdna levels,anemia and an acute reactive protein response,An increase in ccf-mtDNA levels is associated with anemia and an acute reactive protein response.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
an increased r eff,an increase in the number of cases,"An increase in the number of cases can be caused by an increased R eff, an increased rate of primary cases, or a combination of these effects.","['cause,verb,nsubjpass,y', 'cause,verb,agent,by', 'by,adp,pobj,x']"
an increase in the rt,a shift in cycles of about 2 days,An increase in the RT from 22 to 36 h caused a shift in cycles of about 2 days.,"['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
an infection,respiratory distress,"An infection can cause respiratory distress, fever, anorexia and subcutaneous emphysema and can lead to secondary bacterial pneumonia and death.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
an infection,"respiratory distress, fever","An infection can cause respiratory distress, fever, anorexia and subcutaneous emphysema and can lead to secondary bacterial pneumonia and death.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
an infection,anorexia,"An infection can cause respiratory distress, fever, anorexia and subcutaneous emphysema and can lead to secondary bacterial pneumonia and death.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
an infection,"respiratory distress, fever, anorexia and subcutaneous emphysema","An infection can cause respiratory distress, fever, anorexia and subcutaneous emphysema and can lead to secondary bacterial pneumonia and death.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
andes virus,lethal disease in immunocompetent hamsters,"Andes virus (ANDV), an HPS-causing hantavirus causes lethal disease in immunocompetent hamsters , while numerous other HPS-causing hantaviruses including Sin Nombre Virus (SNV) and Choclo virus cause lethal disease in hamsters immunosuppressed with dexamethasone and cyclophosphamide.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
an hps-causing hantavirus,lethal disease in immunocompetent hamsters,"Andes virus (ANDV), an HPS-causing hantavirus causes lethal disease in immunocompetent hamsters , while numerous other HPS-causing hantaviruses including Sin Nombre Virus (SNV) and Choclo virus cause lethal disease in hamsters immunosuppressed with dexamethasone and cyclophosphamide.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
numerous other hps-causing hantaviruses including sin nombre virus,lethal disease in immunocompetent hamsters,"Andes virus (ANDV), an HPS-causing hantavirus causes lethal disease in immunocompetent hamsters , while numerous other HPS-causing hantaviruses including Sin Nombre Virus (SNV) and Choclo virus cause lethal disease in hamsters immunosuppressed with dexamethasone and cyclophosphamide.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
choclo virus,lethal disease in immunocompetent hamsters,"Andes virus (ANDV), an HPS-causing hantavirus causes lethal disease in immunocompetent hamsters , while numerous other HPS-causing hantaviruses including Sin Nombre Virus (SNV) and Choclo virus cause lethal disease in hamsters immunosuppressed with dexamethasone and cyclophosphamide.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
sorafenib,an increase in overall survival,Angiogenic agents of the type Sorafenib may cause an increase in overall survival by 44 % compared to placebo in patients with advanced HCC.,"['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
annual influenza epidemics,approximately three to five million cases of severe illness,Annual influenza epidemics worldwide cause approximately three to five million cases of severe illness and 290 000-650 000 deaths every year.,"['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
humoral immune response,antibodies,Antibodies are the products of humoral immune response after infection with viruses.,"['be,aux,nsubj,y', 'be,aux,attr,the product', 'the product,noun,prep,of', 'of,adp,pobj,x']"
animal cells,antimicrobial peptides,Antimicrobial peptides (AMPs) produced by animal cells provide a first line of defense against potentially infectious microorganisms.,"['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']"
antineoplastics,necrosis of the anterior lenticular epithelium,Antineoplastics and radiomimetics can cause necrosis of the anterior lenticular epithelium.,"['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
antineoplastics and radiomimetics,necrosis of the anterior lenticular epithelium,Antineoplastics and radiomimetics can cause necrosis of the anterior lenticular epithelium.,"['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
a variety of physiological and pathological stimuli,apoptosis,Apoptosis may be triggered by a variety of physiological and pathological stimuli.,"['trigger,verb,nsubjpass,y', 'trigger,verb,agent,by', 'by,adp,pobj,x']"
bacteria,atypical pneumonias,"Awaiting test results, 19 patients received antibiotic treatment for bacteria causing atypical pneumonias.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
antibiotic-resistant strains,severe infections,"Background Staphylococcus aureus has a high incidence in human infectious pathology, registering severe infections caused by antibiotic-resistant strains.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
bereavement,an excess risk of mortality in the surviving spouses,Bereavement is associated with an excess risk of mortality in the surviving spouses.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
a spectrum of bartonella spp,bacteremia,Blood culture-negative endocarditis and bacteremia can also be induced by a spectrum of Bartonella spp.,"['induce,verb,nsubjpass,y', 'induce,verb,agent,by', 'by,adp,pobj,x']"
an escape mutation,c potential r,C Potential R 0 resulting from an escape mutation,"['y,noun,acl,result', 'result,verb,prep,from', 'from,adp,pobj,x']"
the presence,he ligand preference,"Conceivably, HE ligand preference could be influenced by the presence or absence of other Sia modifications such as 5-N-glycolylation, (2) the type of glycosidic linkage,","['influence,verb,nsubjpass,y', 'influence,verb,agent,by', 'by,adp,pobj,x']"
the presence or absence,he ligand preference,"Conceivably, HE ligand preference could be influenced by the presence or absence of other Sia modifications such as 5-N-glycolylation, (2) the type of glycosidic linkage,","['influence,verb,nsubjpass,y', 'influence,verb,agent,by', 'by,adp,pobj,x']"
these viruses,direct and indirect transmission of respiratory diseases,"COVID-19 is an emerging disease, these viruses cause direct and indirect transmission of respiratory diseases with a wide range of asymptomatic, cold symptoms from respiratory/fever symptoms, cough, shortness of breath to kidney failure and death, leading to more severe respiratory illness epidemic and pandemic in most countries of the world (9) .","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
respiratory/fever symptoms,"direct and indirect transmission of respiratory diseases with a wide range of asymptomatic, cold symptoms","COVID-19 is an emerging disease, these viruses cause direct and indirect transmission of respiratory diseases with a wide range of asymptomatic, cold symptoms from respiratory/fever symptoms, cough, shortness of breath to kidney failure and death, leading to more severe respiratory illness epidemic and pandemic in most countries of the world (9) .","['y,noun,prep,from', 'from,adp,pobj,x']"
cough,respiratory/fever symptoms,"COVID-19 is an emerging disease, these viruses cause direct and indirect transmission of respiratory diseases with a wide range of asymptomatic, cold symptoms from respiratory/fever symptoms, cough, shortness of breath to kidney failure and death, leading to more severe respiratory illness epidemic and pandemic in most countries of the world (9) .","['y,noun,prep,from', 'from,adp,pobj,x']"
a pathogenic protozoan,a common gastrointestinal disease,"Cryptosporidiosis is a common gastrointestinal disease caused by a pathogenic protozoan, of the genus Cryptosporidium","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
previous years,"was 31.1 per 100,000-a significant increase","The national reported incidence in 2012 was 31.1 per 100,000-a significant increase from previous years.","['y,noun,prep,from', 'from,adp,pobj,x']"
dysfunction,cystic fibrosis (cf,"Cystic fibrosis (CF), caused by dysfunction or absence of the Cystic Fibrosis Transmembrane Conductor Regulator protein (CFTR) genetically predisposes those affected to bronchiectasis; but this condition is most prevalent in Caucasian populations and is less commonly encountered in Asians.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
dysfunction or absence,cystic fibrosis (cf,"Cystic fibrosis (CF), caused by dysfunction or absence of the Cystic Fibrosis Transmembrane Conductor Regulator protein (CFTR) genetically predisposes those affected to bronchiectasis; but this condition is most prevalent in Caucasian populations and is less commonly encountered in Asians.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
adrenal dysfunction,decreased steroid concentrations in all groups,Decreased steroid concentrations in all groups can be attributed to adrenal dysfunction (septic foals) as well as physiological postnatal steroidogenesis (healthy foals).,"['attribute,verb,nsubjpass,y', 'attribute,verb,prep,to', 'to,adp,pobj,x']"
all four serotypes of the dengue virus,an acute viral infection,"Dengue fever is an acute viral infection caused by all four serotypes of the dengue virus, and is one of the seventeen ""Neglected Tropical Diseases"" (NTDs) defined by the World Health Organization.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
each nucleotide,a specific numerical value,"Depending on  the chosen numerical representation,  each nucleotide is associated with a specific numerical value or vector.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
each nucleotide,a specific numerical value or vector,"Depending on  the chosen numerical representation,  each nucleotide is associated with a specific numerical value or vector.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
diabetes,antimicrobial resistance,Diabetes is associated with antimicrobial resistance (AMR).,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
th-17 cells,allograft rejection,"Due to their pro-inflammatory effect, Th-17 cells have also been associated with allograft rejection and autoimmune disease.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
th-17 cells,allograft rejection and autoimmune disease,"Due to their pro-inflammatory effect, Th-17 cells have also been associated with allograft rejection and autoimmune disease.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
dysbiosis of the gut microbiota,a number of local and systemic conditions,"Dysbiosis of the gut microbiota has been associated with a number of local and systemic conditions, including  respiratory diseases.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
dysbiosis,a variety of chronic diseases,"Dysbiosis, or an imbalance in the normal composition of the microbiome, is associated with a variety of chronic diseases, many of which are characterized by chronic inflammation or abnormal metabolism, including inflammatory bowel disease, cardiovascular disease, and diabetes.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
an imbalance in the normal composition of the microbiome,a variety of chronic diseases,"Dysbiosis, or an imbalance in the normal composition of the microbiome, is associated with a variety of chronic diseases, many of which are characterized by chronic inflammation or abnormal metabolism, including inflammatory bowel disease, cardiovascular disease, and diabetes.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
the excess production of certain cytokines,illness,"Each cytokine plays a vital role in the generation of a normal immune response, and the excess production of certain cytokines, such as TNF-Î±, can also cause illness.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
lower temperatures,admissions for rvi,"Earlier investigations have demonstrated that lower temperatures and sunshine duration, conditions usually encountered in winter, were associated with admissions for RVI.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
lower temperatures and sunshine duration,admissions for rvi,"Earlier investigations have demonstrated that lower temperatures and sunshine duration, conditions usually encountered in winter, were associated with admissions for RVI.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
a point mutation of transthyretin,"in the pathogenesis of familial amyloid polyneuropathy, a disease","EGCG was also reported to bind to transthyretin, which is involved in the pathogenesis of familial amyloid polyneuropathy, a disease caused by a point mutation of transthyretin, that is a thyroxine transporter.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
the appearance of these t cells,better graft acceptance along with stable function,Emerging data suggest that the appearance of these T cells in transplant recipients is associated with better graft acceptance along with stable function.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
epidemiological peaks,a predomin-,Epidemiological peaks were generally associated with a predomin-,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
er stress,an attenuation of protein synthesis,ER stress  has been associated with an attenuation of protein synthesis .,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
extensive involvement of both lungs,adverse prognosis,Extensive involvement of both lungs was associated with adverse prognosis.,"['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
a potential viral pathogen,disease,Failure of antibiotic treatment to alleviate the infection to the affected bat suggested a potential viral pathogen may be the cause of disease.,"['be,aux,nsubj,x', 'be,aux,attr,the cause', 'the cause,noun,prep,of', 'of,adp,pobj,y']"
disease,a potential viral pathogen,Failure of antibiotic treatment to alleviate the infection to the affected bat suggested a potential viral pathogen may be the cause of disease.,"['be,aux,nsubj,y', 'be,aux,attr,the cause', 'the cause,noun,prep,of', 'of,adp,pobj,x']"
feline ischemic cerebrovascular disease,an underlying disease,"Feline ischemic cerebrovascular disease is commonly associated with an underlying disease, including  hypertension, hyperthyroidism, neoplasia, cardiac disease, and chronic nephropathies.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
an increased load of misfolded protein,a stress response,"Cellular stress such as metabolite deprivation, hypoxia, cancer or viral infection causes an increased load of misfolded protein in the ER thereby triggering a stress response.","['trigger,verb,nsubj,x', 'trigger,verb,dobj,y']"
activated autoreactive t lymphocytes,and other cytokines,Finally IL-17 and other cytokines produced by activated autoreactive T lymphocytes may induce the production of antibodies specific to RPE and retinal proteins.,"['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']"
deregulation,a poor prognosis,"Finally, we identified pathways and complexes where deregulation is associated with a poor prognosis and predicted the clinical outcome (survival/mortality) for CAP/sepsis patients based on ensemble gene noise with high accuracy.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
the pathogenesis of m. pneumoniae infection,amplified host immune response,"First, the pathogenesis of M. pneumoniae infection is associated with amplified host immune response and virulence of M. pneumoniae.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
the pathogenesis of m. pneumoniae infection,amplified host immune response and virulence,"First, the pathogenesis of M. pneumoniae infection is associated with amplified host immune response and virulence of M. pneumoniae.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
a recent outbreak of the sin nombre virus,severe morbidity,"For example, a recent outbreak of the Sin Nombre virus, a deadly member of the New World Hantavirus family, caused severe morbidity, mortality, and widespread panic in the Southwestern US in the early 1990s.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
a recent outbreak of the sin nombre virus,"severe morbidity, mortality","For example, a recent outbreak of the Sin Nombre virus, a deadly member of the New World Hantavirus family, caused severe morbidity, mortality, and widespread panic in the Southwestern US in the early 1990s.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
a recent outbreak of the sin nombre virus,widespread panic in the southwestern us,"For example, a recent outbreak of the Sin Nombre virus, a deadly member of the New World Hantavirus family, caused severe morbidity, mortality, and widespread panic in the Southwestern US in the early 1990s.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
phosphorothiolated aptamers,activation of the complement system,"For example, phosphorothiolated aptamers were associated with activation of the complement system.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
an r t of two,a 128-fold increase in new cases,"For example, with a serial interval of 3 d, ignoring depletion of susceptibles, an R t of two would cause a 128-fold increase in new cases within 21 d.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
a single primary case,cases,"For instance, in the case of a single-type branching process, the transmission dynamics are simply described using a single reproduction number, i.e., the average number of secondary cases produced by a single primary case.","['y,noun,acl,produce', 'produce,verb,agent,by', 'by,adp,pobj,x']"
rsv,more mild illness than influenza,"For older children and adults, RSV typically causes more mild illness than influenza.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
an original co-infected individual as,disease,"From all of these, we write the number of tertiary infections of disease or awareness caused by an original co-infected individual as","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
an original co-infected individual as,the number of tertiary infections of disease or awareness,"From all of these, we write the number of tertiary infections of disease or awareness caused by an original co-infected individual as","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
ace2 knockdown,a marked deterioration of lung injury and,"Further,  ACE2 knockdown caused  a marked deterioration of lung injury and  increase of cytokine secretion in rats receiving LPS injection.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
a variety of pathogens,ripe with mortality events of pandemic proportions,"Further, historic epidemiologic records are ripe with mortality events of pandemic proportions caused by a variety of pathogens, indicating it is critical to think beyond influenza in pandemic preparedness plans.","['y,noun,acl,cause', 'cause,verb,agent,by', 'by,adp,pobj,x']"
competition,contraction even for,"Furthermore, competition and depletion can both cause contraction even for small values of the reproduction number suggesting that, in epidemic models where the generation time is considered time-inhomogeneous, estimators accounting for both depletion and competing risks are to be preferred in the inference of the generation interval distributions.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
competition and depletion,contraction even for,"Furthermore, competition and depletion can both cause contraction even for small values of the reproduction number suggesting that, in epidemic models where the generation time is considered time-inhomogeneous, estimators accounting for both depletion and competing risks are to be preferred in the inference of the generation interval distributions.","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
a pathogen,either asymptomatic carriage,"Furthermore, if a pathogen only causes either asymptomatic carriage or symptomatic infection, then the host-specific reproduction number of asymptomatic carriers R C or symptomatic infectives","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
a pathogen,either asymptomatic carriage or symptomatic infection,"Furthermore, if a pathogen only causes either asymptomatic carriage or symptomatic infection, then the host-specific reproduction number of asymptomatic carriers R C or symptomatic infectives","['cause,verb,nsubj,x', 'cause,verb,dobj,y']"
infection with the 2009 pandemic h1n1 influenza virus,decreased percentages,"Furthermore, infection with the 2009 pandemic H1N1 influenza virus was associated with decreased percentages and absolute numbers of CD56 bright NK cells expressing CD25 compared to uninfected subjects.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
infection with the 2009 pandemic h1n1 influenza virus,decreased percentages and absolute numbers,"Furthermore, infection with the 2009 pandemic H1N1 influenza virus was associated with decreased percentages and absolute numbers of CD56 bright NK cells expressing CD25 compared to uninfected subjects.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
inactivation of the akt/mtor/p70s6k pathway,autophagy in endothelial cells,"Furthermore, METH-induced autophagy in endothelial cells was triggered by inactivation of the AKT/mTOR/p70S6K pathway and activation of the ERK1/ 2 pathway.","['trigger,verb,nsubjpass,y', 'trigger,verb,agent,by', 'by,adp,pobj,x']"
only expression of interferon,an antiviral response,"Furthermore, only expression of interferon from the liver was associated with an antiviral response.","['associate,verb,nsubjpass,x', 'associate,verb,prep,with', 'with,adp,pobj,y']"
the liver,only expression of interferon,"Furthermore, only expression of interferon from the liver was associated with an antiviral response.","['y,noun,prep,from', 'from,adp,pobj,x']"
gastrointestinal losses,hypokalemia,"Gastrointestinal losses and anorexia can precipitate hypokalemia, metabolic acidosis, and acute kidney injury.","['precipitate,verb,nsubj,x', 'precipitate,verb,dobj,y']"
