Infectious factors,influenza,"Infectious factors such as pneumonia with/without sepsis caused by a variety of pathogens, including pneumococci, influenza"
pneumonia,a variety of pathogens,"Infectious factors such as pneumonia with/without sepsis caused by a variety of pathogens, including pneumococci, influenza"
pneumonia,pneumococci,"Infectious factors such as pneumonia with/without sepsis caused by a variety of pathogens, including pneumococci, influenza"
pneumonia,influenza,"Infectious factors such as pneumonia with/without sepsis caused by a variety of pathogens, including pneumococci, influenza"
acute aneurysm expansion,symptoms,"Intrathoracic SAAs often result in symptoms caused by local compression or acute aneurysm expansion; upper chest or shoulder pain, Horner's syndrome, venous congestion, and hoarseness."
Intrathoracic SAAs,symptoms,"Intrathoracic SAAs often result in symptoms caused by local compression or acute aneurysm expansion; upper chest or shoulder pain, Horner's syndrome, venous congestion, and hoarseness."
local compression,symptoms,"Intrathoracic SAAs often result in symptoms caused by local compression or acute aneurysm expansion; upper chest or shoulder pain, Horner's syndrome, venous congestion, and hoarseness."
an acute para-esophageal gastric herniation,an obstructive shock,"Introduction In this case report, we describe  a patient who presented with a cardiac arrest as a result of an obstructive shock, which progressed into cardiac arrest, caused by  an acute para-esophageal gastric herniation."
an obstructive shock,a cardiac arrest,"Introduction In this case report, we describe  a patient who presented with a cardiac arrest as a result of an obstructive shock, which progressed into cardiac arrest, caused by  an acute para-esophageal gastric herniation."
a typical case in a population,the expected number of secondary infections,"Intuitively, R 0 is the expected number of secondary infections produced by a typical case in a population where everyone is susceptible."
"Aspergillus fumigatus, an opportunistic fungal pathogen",Invasive Pulmonary Aspergillosis (IPA),"Invasive Pulmonary Aspergillosis (IPA)  is a life-threatening infection caused mainly by Aspergillus fumigatus, an opportunistic fungal pathogen that frequently colonizes respiratory tracts and rapidly spreads to blood vessels and tissues [1] ."
an anaerobic metabolism,Ischemia,Ischemia due to an anaerobic metabolism causes catabolism of adenine nucleotide and leads to depletion of adenosine triphosphate.
Ischemia,catabolism of adenine nucleotide,Ischemia due to an anaerobic metabolism causes catabolism of adenine nucleotide and leads to depletion of adenosine triphosphate.
an anaerobic metabolism,depletion of adenosine triphosphate,Ischemia due to an anaerobic metabolism causes catabolism of adenine nucleotide and leads to depletion of adenosine triphosphate.
infection with new strains of the infecting species,an increased risk of exacerbation,It has been suggested that infection with new strains of the infecting species is highly associated with an increased risk of exacerbation.
acetic acid treatment,rRNA substrates during apoptosis,"It is also possible that somehow different set of nucleases is activated or recruited to rRNA substrates during apoptosis triggered by oxidative stress, acetic acid treatment and ageing."
ageing,rRNA substrates during apoptosis,"It is also possible that somehow different set of nucleases is activated or recruited to rRNA substrates during apoptosis triggered by oxidative stress, acetic acid treatment and ageing."
oxidative stress,rRNA substrates during apoptosis,"It is also possible that somehow different set of nucleases is activated or recruited to rRNA substrates during apoptosis triggered by oxidative stress, acetic acid treatment and ageing."
an index case within a completely susceptible population,the number of infections,"It is defined as the number of infections caused by an index case within a completely susceptible population, i.e., a population in which there is no pre-existing immunity."
the MERS virus,an outbreak of 186 cases and 36 deaths,"It is thought that a traveler returning from Bahrain carrying the MERS virus caused an outbreak of 186 cases and 36 deaths, which had a substantial impact on the South Korean economy."
a severe impact on a cell that results in rapid cell swelling and lysis,necrosis,It was originally thought that  necrosis  is caused by  a severe impact on a cell that results in rapid cell swelling and lysis.
a single amino acid difference in the chicken ortholog of its intracellular receptor,"chicken cells are resistant to infection by an Old World arenavirus, Lassa virus,","Jae and coworkers demonstrated that chicken cells are resistant to infection by an Old World arenavirus, Lassa virus, because of  a single amino acid difference in the chicken ortholog of its intracellular receptor, LAMP1 (19) ."
Kidney disease,activation of the cardiac RAS,Kidney disease is also associated with activation of the cardiac RAS and cardiac damage.
Kidney disease,cardiac damage,Kidney disease is also associated with activation of the cardiac RAS and cardiac damage.
a number of public health interventions,Large scale reductions in the transmission rate of SARS,"Large scale reductions in the transmission rate of SARS (.70%, Figure 1 , [33] ) were brought about by a number of public health interventions."
the occurrence of an outbreak,the occurrence of an outbreak caused by an emerging pathogen,"Likewise,  an increase in the normalized metric, concomitant  with  an increase in negative tests, may indicate  the occurrence of an outbreak caused by an emerging pathogen."
Longer duration of symptoms and immunosuppression,an increased risk of disease progression,Longer duration of symptoms and immunosuppression were associated with an increased risk of disease progression in our study.
age-dependent development of inflammatory bowel disease,Loss of function polymorphisms of Atg16L1,"Loss of function polymorphisms of Atg16L1  have been associated with age-dependent development of inflammatory bowel disease (Crohn's disease) owing to impaired clearance of ileal pathogens or endogenous protein aggregates, and chronic elevation of inflammatory cytokine responses."
a smaller number of symptoms than more prolonged 144 higher viral load episodes,Low viral load infections 143 lasting only a day,Low viral load infections 143 lasting only a day  were associated with  a smaller number of symptoms than more prolonged 144 higher viral load episodes (Fig 2a) .
aberrant splicing of the genes,growing number of human diseases,Many genes in the immune system have been found to be alternatively spliced (20) (21) (22) and a growing number of human diseases are associated with aberrant splicing of the genes (23) (24) (25) .
acute ozone exposure,oxidative stress,Many of the changes in WTO 3 mice are likely due to oxidative stress resulting from acute ozone exposure.
oxidative stress,the changes in WTO 3 mice,Many of the changes in WTO 3 mice are likely due to oxidative stress resulting from acute ozone exposure.
an epidemic,hospital admissions,"Many use the logistic model to provide a simple representation of the cumulative number of infections, hospital admissions and deaths caused by an epidemic."
an epidemic,deaths,"Many use the logistic model to provide a simple representation of the cumulative number of infections, hospital admissions and deaths caused by an epidemic."
a typical case in that particular population 4,the average number of secondary cases,"Meanwhile, the effective reproduction number (R t ) is defined as the average number of secondary cases produced by a typical case in that particular population 4."
a pathological IFNAR signaling,pancreas injury,"Mice treated with PERK inhibitor showed pancreas injury, which was due to a pathological IFNAR signaling."
amino acid sequence mutations in the new variant strains,immunization failure of commercial vaccines,"Moreover,  amino acid sequence mutations in the new variant strains will cause  immunization failure of commercial vaccines."
activation of a VEGFR2-dependent signaling pathway,phosphorylation of the VE-cadherin,"Moreover, activation of a VEGFR2-dependent signaling pathway causes phosphorylation of the VE-cadherin, with subsequent betaarrestin-dependent endocytosis of VE-cadherin and disassembly of EC-EC junctions."
early-life dysbiosis,adult-onset lung fibrosis,"Moreover, early-life dysbiosis was associated with adult-onset lung fibrosis."
bacterial or viral respiratory infections,Most AE-COPD cases,Most AE-COPD cases are attributed to bacterial or viral respiratory infections and to both types of microorganisms together.
both types of microorganisms,Most AE-COPD cases,Most AE-COPD cases are attributed to bacterial or viral respiratory infections and to both types of microorganisms together.
a direct effect of the virus on CNS cells,abnormal neurologic function,"Mostly, abnormal neurologic function is the result of a direct effect of the virus on CNS cells."
an ATP-dependent decrease in cellular drug accumulation,Multidrug resistance,Multidrug resistance is often associated with an ATP-dependent decrease in cellular drug accumulation with the overexpression of certain ATP-binding cassette transporter proteins (ABC) in tumor cells.
Mutations in MCFD2,F5F8D,"Mutations in MCFD2 causing F5F8D are null mutations but also missense mutations, which cause destabilization of its flexible structure and the loss of its interaction with ERGIC-53 ."
missense mutations,destabilization of its flexible structure,"Mutations in MCFD2 causing F5F8D are null mutations but also missense mutations, which cause destabilization of its flexible structure and the loss of its interaction with ERGIC-53 ."
missense mutations,the loss of its interaction with ERGIC-53,"Mutations in MCFD2 causing F5F8D are null mutations but also missense mutations, which cause destabilization of its flexible structure and the loss of its interaction with ERGIC-53 ."
a rate function n,N ij,N ij   is associated with  a rate function n 
a single infected environmental agent,the number of secondary host infections,"Namely, there is the reproductive ratio associated with the number of secondary host infections caused by a single infected environmental agent, and there is the reproductive ratio associated with the number of secondary environmental agent infections caused by a single infected host."
a single infected host,the number of secondary environmental agent infections,"Namely, there is the reproductive ratio associated with the number of secondary host infections caused by a single infected environmental agent, and there is the reproductive ratio associated with the number of secondary environmental agent infections caused by a single infected host."
acid,T elevation,Neither Infasurf nor SRB reduces the T elevation caused by acid or mucins.
mucins,T elevation,Neither Infasurf nor SRB reduces the T elevation caused by acid or mucins.
diseases produced by a wide range of microorganisms,large economical losses,"Nevertheless, diseases produced by a wide range of microorganisms, from viruses to metazoan parasites, can result in  large economical losses."
airway disease (COPD and asthma),members of the phylum Proteobacteria,"Nevertheless, members of the phylum Proteobacteria (which includes Haemophilus and Moraxella spp.) were strongly associated with airway disease (COPD and asthma) in adults and children (150) ."
a single infected individual in the susceptible population,the average number of new infections,"Non-contact transmission and basic reproduction number Basic reproduction number (R 0 ), which is usually defined as the average number of new infections caused by a single infected individual in the susceptible population, depends on the transmission routes and rates."
acute thoracolumbar intervertebral disc herniation,Non-invasive prognostic indicators are minimal,Non-invasive prognostic indicators are minimal for dogs with absent pelvic limb deep-pain perception resulting from acute thoracolumbar intervertebral disc herniation.
a peptidyl-tRNA slippage,the error in reading frame maintenance,"Note, in all cases explained above, the error in reading frame maintenance is due to a peptidyl-tRNA slippage."
a viral infection,Novel coronavirus,Novel coronavirus is caused by a viral infection.
a variety of Salmonella species,Salmonella infection,"On the other hand, Salmonella infection caused by a variety of Salmonella species is one of the most important bacterial diseases in poultry causing heavy economic losses through mortality and reduced production."
one of the most important bacterial diseases in poultry,heavy economic losses through mortality,"On the other hand, Salmonella infection caused by a variety of Salmonella species is one of the most important bacterial diseases in poultry causing heavy economic losses through mortality and reduced production."
one of the most important bacterial diseases in poultry,reduced production,"On the other hand, Salmonella infection caused by a variety of Salmonella species is one of the most important bacterial diseases in poultry causing heavy economic losses through mortality and reduced production."
an introduced case,a large outbreak,"Once we had estimated R t , we used a branching process with a negative binomial offspring distribution to calculate the probability an introduced case would cause a large outbreak."
an excessive inflammatory response,emerges in many respiratory viruses including SARS-CoV and MERS-CoV,One common theme that  emerges in many respiratory viruses including SARS-CoV and MERS-CoV is that much of the pathology is due to  an excessive inflammatory response.
prone to microbial attacks caused by acute infections,mixed asthma,"One of the smallest groups in this study, mixed asthma, was the most comparatively  prone to microbial attacks caused by acute infections."
administration of corticosteroids,Steroid-associated osteonecrosis (SAON),osteonecrosis; pathophysiology; prevention; steroid; treatment Summary Steroid-associated osteonecrosis (SAON) is a common orthopaedic problem caused by administration of corticosteroids prescribed for many nonorthopaedic medical conditions.
M. canis,acute respiratory disease in dogs,"Our interest in this microorganism was triggered by a recent study where M. canis was associated with acute respiratory disease in dogs [20] , which along with our findings provide further insights into a potential role of M. canis in CIRD."
a recent study where M. canis was associated with acute respiratory disease in dogs,Our interest in this microorganism,"Our interest in this microorganism was triggered by a recent study where M. canis was associated with acute respiratory disease in dogs[20] , which along with our findings provide further insights into a potential role of M. canis in CIRD."
selected group of common microbial or viral pathogens in dogs,some CNS diseases,"Our study aimed to find (1) if some CNS diseases could be associated with a selected group of common microbial or viral pathogens in dogs and (2) if CNS diseases have any characteristic profile with regard to 2 parameters, C-reactive protein (CRP) and IgA, that are reported to be potentially useful but unspecific markers of CNS diseases."
"a trend of frequency reduction, and significantly reduced severity and duration of cough and sore throat associated with URIs",oral topical administration of the active agent,"Our study showed that oral topical administration of the active agent was associated with a trend of frequency reduction, and significantly reduced severity and duration of cough and sore throat associated with URIs."
a strong shut-off of cellular translation,Picornaviral infections,Picornaviral infections are associated with a strong shut-off of cellular translation without affecting viral mRNA expression.
a strain,influenza,Plasmid DNA was shown to be effective for stimulating CTLs that were capable of protecting mice against influenza caused by a strain different from which the encoded antigen was derived.
vaccination or natural infection,dominant responses from HA-specific memory B cells,"Preparation of broadly neutralizing antibodies in naive animal donors is potentially inexpensive and independent of host immune memory to influenza viruses, where dominant responses from HA-specific memory B cells are often induced by vaccination or natural infection, a phenomenon first described as original antigenic sin [97, 98] ."
a small number of sequences with 565 insertions or deletions close to the ends of the reads,peaks,"Presumably, these peaks were due to a small number of sequences with 565 insertions or deletions close to the ends of the reads: for subsequent analysis we 566 trimmed away the first and last 5 nts of each aligned read, leaving only the 40 central 567 nucleotides where the mismatch curve was flat."
mCRC lesions harboring KRAS and BRAF mutations,poor prognosis and poor objective response to cetuximab therapy,Previous data have shown that mCRC lesions harboring KRAS and BRAF mutations are highly associated with a poor prognosis and poor objective response to cetuximab therapy.
a poor prognosis from sepsis,SNPs,Previous data indicates that SNPs may be associated with a poor prognosis from sepsis .
an abnormally high level of IL-6,severe tissue damages and increase disease severity,Previous evidence suggests that an abnormally high level of IL-6 can cause  severe tissue damages and increase disease severity.
lamp2,progeny particles,"Previous reports pointed that progeny particles are associated with lamp2, a protein present in the membrane of lysosomes and late endosomes/multivesicular bodies."
Protection,a variety of potentially interrelated mechanisms,"Protection  has been attributed to  a variety of potentially interrelated mechanisms including  limiting neutrophil accumulation, Th17 cell activation, IL-1R signaling,  matrix metalloproteinase secretion,  pro-inflammatory cytokine secretion  and  chemokine activity ; in addition  IFN-c facilitates T cell apoptosis and  protects oligodendrocytes from death via an ER stress response."
Protection,"limiting neutrophil accumulation, Th17 cell activation, IL-1R signaling","Protection  has been attributed to  a variety of potentially interrelated mechanisms including  limiting neutrophil accumulation, Th17 cell activation, IL-1R signaling,  matrix metalloproteinase secretion,  pro-inflammatory cytokine secretion  and  chemokine activity ; in addition  IFN-c facilitates T cell apoptosis and  protects oligodendrocytes from death via an ER stress response."
Protection,matrix metalloproteinase secretion,"Protection  has been attributed to  a variety of potentially interrelated mechanisms including  limiting neutrophil accumulation, Th17 cell activation, IL-1R signaling,  matrix metalloproteinase secretion,  pro-inflammatory cytokine secretion  and  chemokine activity ; in addition  IFN-c facilitates T cell apoptosis and  protects oligodendrocytes from death via an ER stress response."
Protection,pro-inflammatory cytokine secretion,"Protection  has been attributed to  a variety of potentially interrelated mechanisms including  limiting neutrophil accumulation, Th17 cell activation, IL-1R signaling,  matrix metalloproteinase secretion,  pro-inflammatory cytokine secretion  and  chemokine activity ; in addition  IFN-c facilitates T cell apoptosis and  protects oligodendrocytes from death via an ER stress response."
Protection,chemokine activity,"Protection  has been attributed to  a variety of potentially interrelated mechanisms including  limiting neutrophil accumulation, Th17 cell activation, IL-1R signaling,  matrix metalloproteinase secretion,  pro-inflammatory cytokine secretion  and  chemokine activity ; in addition  IFN-c facilitates T cell apoptosis and  protects oligodendrocytes from death via an ER stress response."
Protection,IFN-c facilitates T cell apoptosis,"Protection  has been attributed to  a variety of potentially interrelated mechanisms including  limiting neutrophil accumulation, Th17 cell activation, IL-1R signaling,  matrix metalloproteinase secretion,  pro-inflammatory cytokine secretion  and  chemokine activity ; in addition  IFN-c facilitates T cell apoptosis and  protects oligodendrocytes from death via an ER stress response."
Protection,protects oligodendrocytes from death via an ER stress response,"Protection  has been attributed to  a variety of potentially interrelated mechanisms including  limiting neutrophil accumulation, Th17 cell activation, IL-1R signaling,  matrix metalloproteinase secretion,  pro-inflammatory cytokine secretion  and  chemokine activity ; in addition  IFN-c facilitates T cell apoptosis and  protects oligodendrocytes from death via an ER stress response."
acute respiratory distress syndrome,disease,"Rather, MERS-CoV infection is similar to Severe Acute Respiratory Syndrome coronavirus (SARS-CoV), as disease is associated with acute respiratory distress syndrome."
a typical infected individual during the early stage of the epidemic,R 0 is defined as the mean number of new infections,Recall that  R 0 is defined as the mean number of new infections caused by  a typical infected individual during the early stage of the epidemic.
aberrant apoD expression,altered lipid metabolism,Recent data indicate that aberrant apoD expression is associated with altered lipid metabolism and risk of coronary artery disease.
aberrant apoD expression,risk of coronary artery disease,Recent data indicate that aberrant apoD expression is associated with altered lipid metabolism and risk of coronary artery disease.
the 2009 H1N1 virus 40,the 2009 influenza pandemic,"Recent examples illustrating this point are provided by the 2009 influenza pandemic caused by the 2009 H1N1 virus 40, the worldwide concern about antimicrobial resistance posed by NDM-1 producing bacteria 41 , and the large outbreak of haemolytic uraemic syndrome caused by a strain of"
pH1N1 infection,increase in mortality in patients with late and advanced HIV disease,Recent reports indicate that pH1N1 infection was associated with increase in mortality in patients with late and advanced HIV disease and increased cell death was found in pH1N1-infected Jurkat cells after HIV-1 infection.
pH1N1 infection,increased cell death was found in pH1N1-infected Jurkat cells,Recent reports indicate that pH1N1 infection was associated with increase in mortality in patients with late and advanced HIV disease and increased cell death was found in pH1N1-infected Jurkat cells after HIV-1 infection.
Respiratory viral infections,more frequent and severe AE-COPD,Respiratory viral infections have been associated with more frequent and severe AE-COPD and also with longer recovery times than 2 Advances in Virology episodes caused by other factors including bacteria.
Respiratory viral infections,longer recovery times,Respiratory viral infections have been associated with more frequent and severe AE-COPD and also with longer recovery times than 2 Advances in Virology episodes caused by other factors including bacteria.
ACE2 activation in MI patients,the Arg 972 IRS-1 polymorphism,Results from one of our pilot studies suggested that  the Arg 972 IRS-1 polymorphism might be associated with  ACE2 activation in MI patients .
accidental trauma,monolateral aural hematoma,"Rhodesian ridgeback, 7 years old, female, with monolateral aural hematoma  caused by accidental trauma, appeared 21 days before, treated with centesis and corticosteroids therapy, with initial improvement, but subsequent relapse."
RSV infection in infants and children,an increased risk of secondary bacterial infections,"RSV infection in infants and children has been associated with an increased risk of secondary bacterial infections, such as otitis media mainly due to secondary Streptococcus infection."
secondary Streptococcus infection,otitis media,"RSV infection in infants and children has been associated with an increased risk of secondary bacterial infections, such as otitis media mainly due to secondary Streptococcus infection."
a significant inflammatory response in the vitreous and lens,Rupture of the capsule,Rupture of the capsule  can be associated with  a significant inflammatory response in the vitreous and lens.
all nontyphoid serotypes of the Salmonella genus,Salmonellosis,"Salmonellosis is caused by all nontyphoid serotypes of the Salmonella genus (excluding S. typhi and S. Paratyphi A, B and C), isolated both from humans and animals, including livestock."
genes that play a role in antigen presentation and T cell recognition,influenza vaccine-induced antibodies,Several influenza vaccine studies showed genes that play a role in antigen presentation and T cell recognition are associated with influenza vaccine-induced antibodies.
anticoagulants or lipid-lowering agents,steroid-induced osteonecrosis can be prevented,"Several researchers have shown that steroid-induced osteonecrosis can be prevented by anticoagulants or lipid-lowering agents, with reductions in osteonecrosis that range from 30% to 40%."
a same single strain or clone,outbreaks of ESBL-producing Klebsiella pneumoniae,"Several studies have demonstrated that outbreaks of ESBL-producing Klebsiella pneumoniae could be due to a same single strain or clone, depending on the microbiological technique used for identification, and these bacteria could spread into an ICU 41 or several units of the same hospital."
Severe damage caused to the epithelial barrier,acute inflammatory response in the lung parenchyma along with edema accumulation,Severe damage caused to the epithelial barrier is associated with an acute inflammatory response in the lung parenchyma along with edema accumulation.
an increased risk of about 0.9% for COPD hospitalization 47,Short-term PM 2.5 exposure,Short-term PM 2.5 exposure was associated with  an increased risk of about 0.9% for COPD hospitalization 47 .
a point mutation,one of the most common forms of SCD,"Sickle-cell anaemia, one of the most common forms of SCD, is due to a point mutation within the sixth codon of the ?-globin chain."
an uncontrolled inflammatory response to influenza infection,complications,"Since an uncontrolled inflammatory response to influenza infection can cause complications such as pulmonary oedema, and the cytokine storm has been associated with more severe disease and higher mortality [192] ), this suppression of the hyper-inflammatory response may be beneficial in preventing immunopathology."
severe influenza virus infection,exacerbated inflammatory responses,"Since exacerbated inflammatory responses are associated with severe influenza virus infection, amount of pro-inflammatory cytokines and chemokines in the BALF were also assessed (Fig 1c-1h) ."
higher levels of serum estradiol,increased risk of breast cancer development,Higher levels of serum estradiol (E2) are associated with an increased risk of breast cancer development.
an expanding range of clinical disorders that reflect the patient's immunologic and hematologic status,B19V,"Since its discovery in 1975,  B19V  has been associated with  an expanding range of clinical disorders that reflect the patient's immunologic and hematologic status."
a strain similar to the USA OH851 mild strain,epidemic wave of PED,"Since January 2015, Italy is facing a new important epidemic wave of PED caused by a strain similar to the USA OH851 mild strain (Lavazza A. and Boniotti B., personal observations)."
allergic processes,dust mites,"Since the mid-1960s, dust mites have been associated with allergic processes and identified as a causative agent of airway diseases, being considered one of the most important sources of allergens for humans."
SM21,a reduction of 12% in cell viability,"SM21 caused a reduction of 12% in cell viability compared with the untreated controls, which is lower than the 22% reduction observed for amphotericin B. "
IFN-a-based treatment,a risk of progression to chronic infection,SNPs in the IFNL3 gene were associated with a risk of progression to chronic infection and significantly lower rates of HCV clearance in response to IFN-a-based treatment.
IFN-a-based treatment,significantly lower rates of HCV clearance,SNPs in the IFNL3 gene were associated with a risk of progression to chronic infection and significantly lower rates of HCV clearance in response to IFN-a-based treatment.
"Solid cancer, the most common comorbidity in ON",an aOR of 2.0,"Solid cancer, the most common comorbidity in ON, was associated with an aOR of 2.0."
an unknown pathogen,an outbreak,"Sometimes an outbreak caused by an unknown pathogen may occur, such as SARS."
administration of corticosteroids,Steroid-associated osteonecrosis (SAON),Steroid-associated osteonecrosis (SAON) is a common orthopaedic problem caused by administration of corticosteroids prescribed for many nonorthopaedic medical conditions.
phytosterols,anti-inflammatory effects,"Structurally similar to cholesterol, phytosterols have been associated with anti-inflammatory effects in rodent models of colitis."
cytokine storm,acute respiratory distress syndrome,"Studies found that a variety of pathogen infections can cause a cytokine storm, which may cause acute respiratory distress syndrome and multiple organ failure."
cytokine storm,multiple organ failure,"Studies found that a variety of pathogen infections can cause a cytokine storm, which may cause acute respiratory distress syndrome and multiple organ failure."
variety of pathogen infections,"cytokine storm, which may cause acute respiratory distress syndrome and multiple organ failure","Studies found that a variety of pathogen infections can cause a cytokine storm, which may cause acute respiratory distress syndrome and multiple organ failure."
an overall organizational culture change,Successful multimodal interventions,"Successful multimodal interventions should be associated with an overall organizational culture change as effective IPC can be a reflector of quality care, a positive organizational culture and an enhanced patient safety climate."
dietary sodium,a dose-dependent reduction in weight gain during HFD-feeding,"Surprisingly, and contrary to our original hypothesis,  dietary sodium caused  a dose-dependent reduction in weight gain during HFD-feeding"
all four NK-lysin peptides,damage to H. somni cell membranes,"Taken together, both confocal microscopic and flow cytometric analysis suggest that all four NK-lysin peptides caused damage to H. somni cell membranes and are bactericidal in nature."
an important reduction of the virus,the survival,"Taken together, these results indicate that the survival was associated with an important reduction of the virus burden in the lungs of mice treated with PN-SIA49 and that the reduction is concordant with its in-vivo activity."
MS relapses,an infection of a single viral family member,"That MS relapses are exclusively associated with an infection of a single viral family member, such as rhinovirus, may be farfetched."
The acquisition of resistance to anoikis,the survival of cells in tumor progression and suspension growth used in engineering,"The acquisition of resistance to anoikis, a form of apoptosis triggered by loss or alteration of cell-cell or cellmatrix anchorage, is critical for  the survival of cells in tumor progression and suspension growth used in engineering."
acid pH,"The ASR in E2, along with domain B, is a highly conserved functional region among alphaviruses and is involved in the conformational rearrangements","The ASR in E2, along with domain B, is a highly conserved functional region among alphaviruses and is involved in the conformational rearrangements triggered by acid pH that lead to the exposure of the fusion loop in E1 and finally results in membrane fusion [15, 40] ."
anti-viral immune cells infiltrating the airways,The association of viral infection with dampened type 2 inflammation,The association of viral infection with dampened type 2 inflammation may be due to anti-viral immune cells infiltrating the airways.
an accumulation of cholesterol crystals in the subendothelial spaces,an inflammation of the arterial wall,The atherosclerosis vascular disease (ASVD) is caused by an inflammation of the arterial wall that is caused by increased cholesterol blood levels and an accumulation of cholesterol crystals in the subendothelial spaces leading to arteriosclerotic plaque formation .
increased cholesterol blood levels,an inflammation of the arterial wall,The atherosclerosis vascular disease (ASVD) is caused by an inflammation of the arterial wall that is caused by increased cholesterol blood levels and an accumulation of cholesterol crystals in the subendothelial spaces leading to arteriosclerotic plaque formation .
an inflammation of the arterial wall,The atherosclerosis vascular disease (ASVD),The atherosclerosis vascular disease (ASVD) is caused by an inflammation of the arterial wall that is caused by increased cholesterol blood levels and an accumulation of cholesterol crystals in the subendothelial spaces leading to arteriosclerotic plaque formation [127] .
increased cholesterol blood levels,arteriosclerotic plaque formation,The atherosclerosis vascular disease (ASVD) is caused by an inflammation of the arterial wall that is caused by increased cholesterol blood levels and an accumulation of cholesterol crystals in the subendothelial spaces leading to arteriosclerotic plaque formation .
an accumulation of cholesterol crystals in the subendothelial spaces,arteriosclerotic plaque formation,The atherosclerosis vascular disease (ASVD) is caused by an inflammation of the arterial wall that is caused by increased cholesterol blood levels and an accumulation of cholesterol crystals in the subendothelial spaces leading to arteriosclerotic plaque formation .
punctual mutation at exon 29 of the PKD-1 gene,The autosomal dominant polycystic kidney disease (PKD),"The autosomal dominant polycystic kidney disease (PKD) is characterized by the presence of multiple cysts in the renal parenchyma and occasionally in liver and pancreas, and it is caused by a punctual mutation at exon 29 of the PKD-1 gene."
a single 'typical' primary case,the average number of secondary cases,"The basic reproduction number, R 0 , representing the average number of secondary cases produced by a single 'typical' primary case in a fully susceptible population is computed as the largest eigenvalue of the next-generation matrix (4) ."
a primary case,the average number of secondary infections,The basic reproductive number (R0) refers to the average number of secondary infections caused by a primary case and is commonly used to characterize the transmissibility potential of a disease in a completely susceptible population.
an infected individual in an otherwise susceptible population,the expected number of new infections,"The basic reproductive ratio is the expected number of new infections caused by an infected individual in an otherwise susceptible population, which for our model equals"
a seafood market selling live animals,the COVID-19 outbreak,The beginning of  the COVID-19 outbreak was associated with a seafood market selling live animals which most patients had attended.
activation of caspase-3 and caspase-9,The cell death,The cell death was associated with  activation of caspase-3 and caspase-9.
"the pathogen's reproductive ratio (R 0 ), the number of secondary infections caused by an infected host in a susceptible population, has to exceed one",The classic prediction for pathogen outbreak,"The classic prediction for pathogen outbreak is that  the pathogen's reproductive ratio (R 0 ), the number of secondary infections caused by an infected host in a susceptible population, has to exceed one."
antibody-antigen complexes,The classical pathway,The classical pathway is triggered by antibody-antigen complexes whereas the lectin pathway is activated by carbohydrate moieties on the microbial surface.
an asthma exacerbation,the clinical presentations of this case,the clinical presentations of this case may be due to an asthma exacerbation through exposure to irritants or sensitization to denatonium benzoate.
single infective,secondary infections,"The control reproduction number, a central concept in the study of the spread of communicable diseases, is e the number of secondary infections caused by a single infective in a population consisting essentially only of susceptibles with the control measures in place (quarantined and isolated class)."
"a wide range of biological, cellular, and molecular processes",The DE circRNAs in our network,"The DE circRNAs in our network  were associated with  a wide range of biological, cellular, and molecular processes."
The destabilized defence mechanisms resulting from a viral infection,clear the way for a secondary bacterial infection,The destabilized defence mechanisms resulting from a viral infection can  clear the way for a secondary bacterial infection.
a nascent infection or a persisting colonization from a previous infection,The detection of viruses in control groups,The detection of viruses in control groups without respiratory symptoms might be due to  a nascent infection or a persisting colonization from a previous infection.
annual variation in viral activity,"The detection rate of HMPV, however, was 13% among hospitalized children with respiratory illness in neighboring India","The detection rate of HMPV, however, was 13% among hospitalized children with respiratory illness in neighboring India and could be higher because of  annual variation in viral activity."
the severe acute respiratory syndrome-coronavirus 2 (SARS-CoV-2),coronavirus disease,"The disease known as coronavirus disease, potentially caused by an outbreak of the severe acute respiratory syndrome-coronavirus 2 (SARS-CoV-2), has hit the world hard 1 ."
The diversity between the vaccine strains and wild-type CDVs,adapted to new host species,"The diversity between the vaccine strains and wild-type CDVs may be attributed to several mechanisms, such  as adapted to new host species, antigenic escape  and/or  genetic recombination between wild-type strains, variedly driving the evolution of the virus."
The diversity between the vaccine strains and wild-type CDVs,antigenic escape,"The diversity between the vaccine strains and wild-type CDVs may be attributed to several mechanisms, such  as adapted to new host species, antigenic escape  and/or  genetic recombination between wild-type strains, variedly driving the evolution of the virus."
The diversity between the vaccine strains and wild-type CDVs,genetic recombination between wild-type strains,"The diversity between the vaccine strains and wild-type CDVs may be attributed to several mechanisms, such  as adapted to new host species, antigenic escape  and/or  genetic recombination between wild-type strains, variedly driving the evolution of the virus."
active HCV replication,The efficiency of complementation inversely correlated with the number of mutations,"The efficiency of complementation inversely correlated with the number of mutations; nevertheless, replication levels were statistically significant and sensitive to DCV treatment, confirming that these signals were due to active HCV replication."
genetic diversity among strains of HPIV-3,the mismatches in the primer binding sites,The failure to amplify could be due to the mismatches in the primer binding sites  as a result of genetic diversity among strains of HPIV-3.
the mismatches in the primer binding sites,The failure to amplify,The failure to amplify could be due to the mismatches in the primer binding sites  as a result of genetic diversity among strains of HPIV-3.
severe infection,The first patient in the US had been trial-treated with intravenous remdesivir,The first patient in the US had been trial-treated with intravenous remdesivir (a novel nucleotide analogue prodrug in development) due to a  severe infection.
